"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Back/ Biceps","Jan 2, 2025, 11:36 AM","Jan 2, 2025, 12:27 PM","Quick sesh","Hammer Curl (Dumbbell)",,"Per arm",2,"failure",16,8,,,
"Back/ Biceps","Jan 2, 2025, 11:36 AM","Jan 2, 2025, 12:27 PM","Quick sesh","Iso-Lateral Row (Machine)",,"Total w + wide grip + straps on end set",0,"warmup",91,12,,,
"Back/ Biceps","Jan 2, 2025, 11:36 AM","Jan 2, 2025, 12:27 PM","Quick sesh","Iso-Lateral Row (Machine)",,"Total w + wide grip + straps on end set",1,"failure",131,12,,,
"Back/ Biceps","Jan 2, 2025, 11:36 AM","Jan 2, 2025, 12:27 PM","Quick sesh","Iso-Lateral Row (Machine)",,"Total w + wide grip + straps on end set",2,"failure",161,8,,,
"Back/ Biceps","Jan 2, 2025, 11:36 AM","Jan 2, 2025, 12:27 PM","Quick sesh","Preacher Curl (Machine)",,"Hard stuck = up weight",0,"normal",40,12,,,
"Back/ Biceps","Jan 2, 2025, 11:36 AM","Jan 2, 2025, 12:27 PM","Quick sesh","Preacher Curl (Machine)",,"Hard stuck = up weight",1,"failure",45,11,,,
"Back/ Biceps","Jan 2, 2025, 11:36 AM","Jan 2, 2025, 12:27 PM","Quick sesh","Preacher Curl (Machine)",,"Hard stuck = up weight",2,"failure",55,4,,,
"Chest/Shoulder/Tricep","Dec 31, 2024, 8:33 AM","Dec 31, 2024, 9:31 AM","Awful sesh","Shoulder Press (Dumbbell)",,"",0,"normal",18,12,,,
"Chest/Shoulder/Tricep","Dec 31, 2024, 8:33 AM","Dec 31, 2024, 9:31 AM","Awful sesh","Incline Bench Press (Barbell)",,"",0,"warmup",20,12,,,
"Chest/Shoulder/Tricep","Dec 31, 2024, 8:33 AM","Dec 31, 2024, 9:31 AM","Awful sesh","Incline Bench Press (Barbell)",,"",1,"normal",40,12,,,
"Chest/Shoulder/Tricep","Dec 31, 2024, 8:33 AM","Dec 31, 2024, 9:31 AM","Awful sesh","Incline Bench Press (Barbell)",,"",2,"failure",50,12,,,
"Chest/Shoulder/Tricep","Dec 31, 2024, 8:33 AM","Dec 31, 2024, 9:31 AM","Awful sesh","Triceps Pushdown",,"",0,"warmup",21.25,12,,,
"Chest/Shoulder/Tricep","Dec 31, 2024, 8:33 AM","Dec 31, 2024, 9:31 AM","Awful sesh","Triceps Pushdown",,"",1,"normal",25,12,,,
"Chest/Shoulder/Tricep","Dec 31, 2024, 8:33 AM","Dec 31, 2024, 9:31 AM","Awful sesh","Triceps Pushdown",,"",2,"failure",32.5,8,,,
"Chest/Shoulder/Tricep","Dec 31, 2024, 8:33 AM","Dec 31, 2024, 9:31 AM","Awful sesh","Lateral Raise (Dumbbell)",,"",0,"normal",8,12,,,
"Chest/Shoulder/Tricep","Dec 31, 2024, 8:33 AM","Dec 31, 2024, 9:31 AM","Awful sesh","Lateral Raise (Dumbbell)",,"",1,"failure",10,9,,,
"Chest/Shoulder/Tricep","Dec 31, 2024, 8:33 AM","Dec 31, 2024, 9:31 AM","Awful sesh","Bench Press (Barbell)",,"Awful",0,"failure",20,80,,,
"Chest/Shoulder/Tricep","Dec 31, 2024, 8:33 AM","Dec 31, 2024, 9:31 AM","Awful sesh","Chest Fly (Machine)",,"",0,"warmup",50,12,,,
"Chest/Shoulder/Tricep","Dec 31, 2024, 8:33 AM","Dec 31, 2024, 9:31 AM","Awful sesh","Chest Fly (Machine)",,"",1,"failure",80,5,,,
"Back/ Biceps","Dec 30, 2024, 9:31 AM","Dec 30, 2024, 10:35 AM","","Lat Pulldown (Cable)",,"",0,"warmup",50,12,,,
"Back/ Biceps","Dec 30, 2024, 9:31 AM","Dec 30, 2024, 10:35 AM","","Lat Pulldown (Cable)",,"",1,"failure",60,11,,,
"Back/ Biceps","Dec 30, 2024, 9:31 AM","Dec 30, 2024, 10:35 AM","","Lat Pulldown (Cable)",,"",2,"failure",70,6,,,
"Back/ Biceps","Dec 30, 2024, 9:31 AM","Dec 30, 2024, 10:35 AM","","Hammer Curl (Dumbbell)",,"Per arm",0,"normal",12,12,,,
"Back/ Biceps","Dec 30, 2024, 9:31 AM","Dec 30, 2024, 10:35 AM","","Hammer Curl (Dumbbell)",,"Per arm",1,"failure",14,12,,,
"Back/ Biceps","Dec 30, 2024, 9:31 AM","Dec 30, 2024, 10:35 AM","","Hammer Curl (Dumbbell)",,"Per arm",2,"failure",16,8,,,
"Back/ Biceps","Dec 30, 2024, 9:31 AM","Dec 30, 2024, 10:35 AM","","Iso-Lateral Row (Machine)",,"Total w + straps on end set",0,"warmup",91,12,,,
"Back/ Biceps","Dec 30, 2024, 9:31 AM","Dec 30, 2024, 10:35 AM","","Iso-Lateral Row (Machine)",,"Total w + straps on end set",1,"failure",131,12,,,
"Back/ Biceps","Dec 30, 2024, 9:31 AM","Dec 30, 2024, 10:35 AM","","Iso-Lateral Row (Machine)",,"Total w + straps on end set",2,"failure",161,8,,,
"Back/ Biceps","Dec 30, 2024, 9:31 AM","Dec 30, 2024, 10:35 AM","","Rear Delt Reverse Fly (Machine)",,"Kinda does traps over rear delts",0,"normal",45,12,,,
"Back/ Biceps","Dec 30, 2024, 9:31 AM","Dec 30, 2024, 10:35 AM","","Rear Delt Reverse Fly (Machine)",,"Kinda does traps over rear delts",1,"normal",50,12,,,
"Back/ Biceps","Dec 30, 2024, 9:31 AM","Dec 30, 2024, 10:35 AM","","Rear Delt Reverse Fly (Machine)",,"Kinda does traps over rear delts",2,"failure",55,8,,,
"Back/ Biceps","Dec 30, 2024, 9:31 AM","Dec 30, 2024, 10:35 AM","","Preacher Curl (Machine)",,"",0,"normal",40,12,,,
"Back/ Biceps","Dec 30, 2024, 9:31 AM","Dec 30, 2024, 10:35 AM","","Preacher Curl (Machine)",,"",1,"normal",45,12,,,
"Back/ Biceps","Dec 30, 2024, 9:31 AM","Dec 30, 2024, 10:35 AM","","Preacher Curl (Machine)",,"",2,"failure",50,8,,,
"Chest/Shoulder/Tricep","Dec 28, 2024, 11:59 AM","Dec 28, 2024, 12:51 PM","Gym closed","Bench Press (Barbell)",,"No spotter :3",0,"warmup",20,12,,,
"Chest/Shoulder/Tricep","Dec 28, 2024, 11:59 AM","Dec 28, 2024, 12:51 PM","Gym closed","Bench Press (Barbell)",,"No spotter :3",1,"normal",50,12,,,
"Chest/Shoulder/Tricep","Dec 28, 2024, 11:59 AM","Dec 28, 2024, 12:51 PM","Gym closed","Bench Press (Barbell)",,"No spotter :3",2,"failure",65,8,,,
"Chest/Shoulder/Tricep","Dec 28, 2024, 11:59 AM","Dec 28, 2024, 12:51 PM","Gym closed","Shoulder Press (Dumbbell)",,"Per arm",0,"normal",18,12,,,
"Chest/Shoulder/Tricep","Dec 28, 2024, 11:59 AM","Dec 28, 2024, 12:51 PM","Gym closed","Shoulder Press (Dumbbell)",,"Per arm",1,"failure",18,10,,,
"Chest/Shoulder/Tricep","Dec 28, 2024, 11:59 AM","Dec 28, 2024, 12:51 PM","Gym closed","Shoulder Press (Dumbbell)",,"Per arm",2,"failure",20,6,,,
"Chest/Shoulder/Tricep","Dec 28, 2024, 11:59 AM","Dec 28, 2024, 12:51 PM","Gym closed","Triceps Pushdown",,"Odd last set",0,"normal",23.75,12,,,
"Chest/Shoulder/Tricep","Dec 28, 2024, 11:59 AM","Dec 28, 2024, 12:51 PM","Gym closed","Triceps Pushdown",,"Odd last set",1,"failure",28.75,12,,,
"Chest/Shoulder/Tricep","Dec 28, 2024, 11:59 AM","Dec 28, 2024, 12:51 PM","Gym closed","Triceps Pushdown",,"Odd last set",2,"failure",33.75,4,,,
"Chest/Shoulder/Tricep","Dec 28, 2024, 11:59 AM","Dec 28, 2024, 12:51 PM","Gym closed","Lateral Raise (Dumbbell)",,"Per arm",0,"normal",8,12,,,
"Chest/Shoulder/Tricep","Dec 28, 2024, 11:59 AM","Dec 28, 2024, 12:51 PM","Gym closed","Lateral Raise (Dumbbell)",,"Per arm",1,"normal",8,12,,,
"Chest/Shoulder/Tricep","Dec 28, 2024, 11:59 AM","Dec 28, 2024, 12:51 PM","Gym closed","Lateral Raise (Dumbbell)",,"Per arm",2,"failure",10,9,,,
"Chest/Shoulder/Tricep","Dec 28, 2024, 11:59 AM","Dec 28, 2024, 12:51 PM","Gym closed","Triceps Extension (Machine)",,"",0,"warmup",40,12,,,
"Chest/Shoulder/Tricep","Dec 28, 2024, 11:59 AM","Dec 28, 2024, 12:51 PM","Gym closed","Triceps Extension (Machine)",,"",1,"normal",45,12,,,
"Back/ Biceps","Dec 27, 2024, 9:24 AM","Dec 27, 2024, 10:18 AM","Actually kinda busy","Lat Pulldown (Cable)",,"",0,"normal",50,12,,,
"Back/ Biceps","Dec 27, 2024, 9:24 AM","Dec 27, 2024, 10:18 AM","Actually kinda busy","Lat Pulldown (Cable)",,"",1,"normal",60,12,,,
"Back/ Biceps","Dec 27, 2024, 9:24 AM","Dec 27, 2024, 10:18 AM","Actually kinda busy","Lat Pulldown (Cable)",,"",2,"failure",70,7,,,
"Back/ Biceps","Dec 27, 2024, 9:24 AM","Dec 27, 2024, 10:18 AM","Actually kinda busy","Hammer Curl (Dumbbell)",,"Per arm - fell off",0,"normal",12,12,,,
"Back/ Biceps","Dec 27, 2024, 9:24 AM","Dec 27, 2024, 10:18 AM","Actually kinda busy","Hammer Curl (Dumbbell)",,"Per arm - fell off",1,"failure",14,11,,,
"Back/ Biceps","Dec 27, 2024, 9:24 AM","Dec 27, 2024, 10:18 AM","Actually kinda busy","Hammer Curl (Dumbbell)",,"Per arm - fell off",2,"failure",16,9,,,
"Back/ Biceps","Dec 27, 2024, 9:24 AM","Dec 27, 2024, 10:18 AM","Actually kinda busy","Iso-Lateral Row (Machine)",,"Straps on end set",0,"warmup",91,12,,,
"Back/ Biceps","Dec 27, 2024, 9:24 AM","Dec 27, 2024, 10:18 AM","Actually kinda busy","Iso-Lateral Row (Machine)",,"Straps on end set",1,"failure",131,12,,,
"Back/ Biceps","Dec 27, 2024, 9:24 AM","Dec 27, 2024, 10:18 AM","Actually kinda busy","Iso-Lateral Row (Machine)",,"Straps on end set",2,"failure",161,7,,,
"Back/ Biceps","Dec 27, 2024, 9:24 AM","Dec 27, 2024, 10:18 AM","Actually kinda busy","Bicep Curl (Barbell)",,"",0,"normal",20,12,,,
"Back/ Biceps","Dec 27, 2024, 9:24 AM","Dec 27, 2024, 10:18 AM","Actually kinda busy","Bicep Curl (Barbell)",,"",1,"failure",25,10,,,
"Back/ Biceps","Dec 27, 2024, 9:24 AM","Dec 27, 2024, 10:18 AM","Actually kinda busy","Bicep Curl (Barbell)",,"",2,"failure",30,6,,,
"Chest/Shoulder/Tricep","Dec 23, 2024, 8:57 AM","Dec 23, 2024, 10:03 AM","","Bench Press (Barbell)",,"",0,"warmup",20,12,,,
"Chest/Shoulder/Tricep","Dec 23, 2024, 8:57 AM","Dec 23, 2024, 10:03 AM","","Bench Press (Barbell)",,"",1,"failure",40,12,,,
"Chest/Shoulder/Tricep","Dec 23, 2024, 8:57 AM","Dec 23, 2024, 10:03 AM","","Bench Press (Barbell)",,"",2,"failure",65,8,,,
"Chest/Shoulder/Tricep","Dec 23, 2024, 8:57 AM","Dec 23, 2024, 10:03 AM","","Shoulder Press (Dumbbell)",,"",0,"normal",18,12,,,
"Chest/Shoulder/Tricep","Dec 23, 2024, 8:57 AM","Dec 23, 2024, 10:03 AM","","Shoulder Press (Dumbbell)",,"",1,"failure",20,6,,,
"Chest/Shoulder/Tricep","Dec 23, 2024, 8:57 AM","Dec 23, 2024, 10:03 AM","","Triceps Pushdown",,"",0,"warmup",21.25,12,,,
"Chest/Shoulder/Tricep","Dec 23, 2024, 8:57 AM","Dec 23, 2024, 10:03 AM","","Triceps Pushdown",,"",1,"normal",28.75,12,,,
"Chest/Shoulder/Tricep","Dec 23, 2024, 8:57 AM","Dec 23, 2024, 10:03 AM","","Triceps Pushdown",,"",2,"failure",32.5,8,,,
"Chest/Shoulder/Tricep","Dec 23, 2024, 8:57 AM","Dec 23, 2024, 10:03 AM","","Chest Fly (Machine)",,"",0,"warmup",55,12,,,
"Chest/Shoulder/Tricep","Dec 23, 2024, 8:57 AM","Dec 23, 2024, 10:03 AM","","Chest Fly (Machine)",,"",1,"normal",65,12,,,
"Chest/Shoulder/Tricep","Dec 23, 2024, 8:57 AM","Dec 23, 2024, 10:03 AM","","Chest Fly (Machine)",,"",2,"failure",75,12,,,
"Chest/Shoulder/Tricep","Dec 23, 2024, 8:57 AM","Dec 23, 2024, 10:03 AM","","Lateral Raise (Dumbbell)",,"Per arm",0,"normal",8,12,,,
"Chest/Shoulder/Tricep","Dec 23, 2024, 8:57 AM","Dec 23, 2024, 10:03 AM","","Lateral Raise (Dumbbell)",,"Per arm",1,"failure",10,10,,,
"Chest/Shoulder/Tricep","Dec 23, 2024, 8:57 AM","Dec 23, 2024, 10:03 AM","","Lateral Raise (Dumbbell)",,"Per arm",2,"failure",10,9,,,
"Chest/Shoulder/Tricep","Dec 23, 2024, 8:57 AM","Dec 23, 2024, 10:03 AM","","Incline Bench Press (Barbell)",,"",0,"warmup",20,12,,,
"Chest/Shoulder/Tricep","Dec 23, 2024, 8:57 AM","Dec 23, 2024, 10:03 AM","","Incline Bench Press (Barbell)",,"",1,"normal",40,12,,,
"Chest/Shoulder/Tricep","Dec 23, 2024, 8:57 AM","Dec 23, 2024, 10:03 AM","","Incline Bench Press (Barbell)",,"",2,"failure",50,6,,,
"Back/ Biceps","Dec 21, 2024, 9:03 AM","Dec 21, 2024, 10:13 AM","","Pull Up (Assisted)",,"",0,"normal",37.5,12,,,
"Back/ Biceps","Dec 21, 2024, 9:03 AM","Dec 21, 2024, 10:13 AM","","Pull Up (Assisted)",,"",1,"normal",34.38,12,,,
"Back/ Biceps","Dec 21, 2024, 9:03 AM","Dec 21, 2024, 10:13 AM","","Pull Up (Assisted)",,"",2,"failure",31.25,8,,,
"Back/ Biceps","Dec 21, 2024, 9:03 AM","Dec 21, 2024, 10:13 AM","","Hammer Curl (Dumbbell)",,"",0,"normal",12,12,,,
"Back/ Biceps","Dec 21, 2024, 9:03 AM","Dec 21, 2024, 10:13 AM","","Hammer Curl (Dumbbell)",,"",1,"normal",14,12,,,
"Back/ Biceps","Dec 21, 2024, 9:03 AM","Dec 21, 2024, 10:13 AM","","Hammer Curl (Dumbbell)",,"",2,"failure",16,11,,,
"Back/ Biceps","Dec 21, 2024, 9:03 AM","Dec 21, 2024, 10:13 AM","","Iso-Lateral Row (Machine)",,"Total w",0,"warmup",91,12,,,
"Back/ Biceps","Dec 21, 2024, 9:03 AM","Dec 21, 2024, 10:13 AM","","Iso-Lateral Row (Machine)",,"Total w",1,"failure",131,12,,,
"Back/ Biceps","Dec 21, 2024, 9:03 AM","Dec 21, 2024, 10:13 AM","","Iso-Lateral Row (Machine)",,"Total w",2,"failure",161,5,,,
"Back/ Biceps","Dec 21, 2024, 9:03 AM","Dec 21, 2024, 10:13 AM","","Preacher Curl (Barbell)",,"Total w",0,"normal",18,12,,,
"Back/ Biceps","Dec 21, 2024, 9:03 AM","Dec 21, 2024, 10:13 AM","","Preacher Curl (Barbell)",,"Total w",1,"failure",23,10,,,
"Back/ Biceps","Dec 21, 2024, 9:03 AM","Dec 21, 2024, 10:13 AM","","Preacher Curl (Barbell)",,"Total w",2,"failure",25.5,7,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Shoulder Press (Dumbbell)",,"Per arm",0,"normal",16,12,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Shoulder Press (Dumbbell)",,"Per arm",1,"normal",18,12,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Bench Press (Barbell)",,"",0,"warmup",20,15,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Bench Press (Barbell)",,"",1,"failure",40,12,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Bench Press (Barbell)",,"",2,"failure",65,9,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Lateral Raise (Dumbbell)",,"",0,"normal",6,12,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Lateral Raise (Dumbbell)",,"",1,"normal",8,12,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Lateral Raise (Dumbbell)",,"",2,"failure",10,10,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Triceps Pushdown",,"",0,"warmup",21.25,12,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Triceps Pushdown",,"",1,"normal",28.75,12,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Triceps Pushdown",,"",2,"failure",32.5,8,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Incline Bench Press (Barbell)",,"",0,"warmup",20,12,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Incline Bench Press (Barbell)",,"",1,"normal",40,12,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Incline Bench Press (Barbell)",,"",2,"failure",50,9,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Triceps Extension (Machine)",,"",0,"normal",40,12,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Triceps Extension (Machine)",,"",1,"normal",45,12,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Triceps Extension (Machine)",,"",2,"failure",50,6,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Chest Fly (Machine)",,"",0,"warmup",50,12,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Chest Fly (Machine)",,"",1,"normal",60,12,,,
"Chest/Shoulder/Tricep","Dec 20, 2024, 8:35 AM","Dec 20, 2024, 10:03 AM","","Chest Fly (Machine)",,"",2,"failure",70,12,,,
"Back/ Biceps","Dec 19, 2024, 9:28 AM","Dec 19, 2024, 10:40 AM","Diddy deadlift","Lat Pulldown (Cable)",,"",0,"normal",50,12,,,
"Back/ Biceps","Dec 19, 2024, 9:28 AM","Dec 19, 2024, 10:40 AM","Diddy deadlift","Lat Pulldown (Cable)",,"",1,"normal",60,12,,,
"Back/ Biceps","Dec 19, 2024, 9:28 AM","Dec 19, 2024, 10:40 AM","Diddy deadlift","Lat Pulldown (Cable)",,"",2,"failure",70,6,,,
"Back/ Biceps","Dec 19, 2024, 9:28 AM","Dec 19, 2024, 10:40 AM","Diddy deadlift","Hammer Curl (Dumbbell)",,"",0,"normal",12,12,,,
"Back/ Biceps","Dec 19, 2024, 9:28 AM","Dec 19, 2024, 10:40 AM","Diddy deadlift","Hammer Curl (Dumbbell)",,"",1,"failure",14,12,,,
"Back/ Biceps","Dec 19, 2024, 9:28 AM","Dec 19, 2024, 10:40 AM","Diddy deadlift","Hammer Curl (Dumbbell)",,"",2,"failure",16,9,,,
"Back/ Biceps","Dec 19, 2024, 9:28 AM","Dec 19, 2024, 10:40 AM","Diddy deadlift","Iso-Lateral Row (Machine)",,"",0,"warmup",91,12,,,
"Back/ Biceps","Dec 19, 2024, 9:28 AM","Dec 19, 2024, 10:40 AM","Diddy deadlift","Iso-Lateral Row (Machine)",,"",1,"failure",131,12,,,
"Back/ Biceps","Dec 19, 2024, 9:28 AM","Dec 19, 2024, 10:40 AM","Diddy deadlift","Iso-Lateral Row (Machine)",,"",2,"failure",161,7,,,
"Back/ Biceps","Dec 19, 2024, 9:28 AM","Dec 19, 2024, 10:40 AM","Diddy deadlift","Bicep Curl (Barbell)",,"",0,"normal",20,12,,,
"Back/ Biceps","Dec 19, 2024, 9:28 AM","Dec 19, 2024, 10:40 AM","Diddy deadlift","Bicep Curl (Barbell)",,"",1,"normal",25,12,,,
"Back/ Biceps","Dec 19, 2024, 9:28 AM","Dec 19, 2024, 10:40 AM","Diddy deadlift","Deadlift (Barbell)",,"L middle set",0,"warmup",70,7,,,
"Back/ Biceps","Dec 19, 2024, 9:28 AM","Dec 19, 2024, 10:40 AM","Diddy deadlift","Deadlift (Barbell)",,"L middle set",1,"normal",90,6,,,
"Back/ Biceps","Dec 19, 2024, 9:28 AM","Dec 19, 2024, 10:40 AM","Diddy deadlift","Deadlift (Barbell)",,"L middle set",2,"normal",120,1,,,
"Chest/Shoulder/Tricep","Dec 17, 2024, 9:18 AM","Dec 17, 2024, 10:25 AM","","Bench Press (Dumbbell)",,"Per arm",0,"warmup",18,12,,,
"Chest/Shoulder/Tricep","Dec 17, 2024, 9:18 AM","Dec 17, 2024, 10:25 AM","","Bench Press (Dumbbell)",,"Per arm",1,"normal",20,12,,,
"Chest/Shoulder/Tricep","Dec 17, 2024, 9:18 AM","Dec 17, 2024, 10:25 AM","","Bench Press (Dumbbell)",,"Per arm",2,"failure",24,11,,,
"Chest/Shoulder/Tricep","Dec 17, 2024, 9:18 AM","Dec 17, 2024, 10:25 AM","","Bench Press (Dumbbell)",,"Per arm",3,"failure",26,7,,,
"Chest/Shoulder/Tricep","Dec 17, 2024, 9:18 AM","Dec 17, 2024, 10:25 AM","","Lateral Raise (Dumbbell)",,"Per arm",0,"normal",8,12,,,
"Chest/Shoulder/Tricep","Dec 17, 2024, 9:18 AM","Dec 17, 2024, 10:25 AM","","Lateral Raise (Dumbbell)",,"Per arm",1,"normal",8,12,,,
"Chest/Shoulder/Tricep","Dec 17, 2024, 9:18 AM","Dec 17, 2024, 10:25 AM","","Lateral Raise (Dumbbell)",,"Per arm",2,"failure",10,9,,,
"Chest/Shoulder/Tricep","Dec 17, 2024, 9:18 AM","Dec 17, 2024, 10:25 AM","","Triceps Pushdown",,"",0,"warmup",21.25,12,,,
"Chest/Shoulder/Tricep","Dec 17, 2024, 9:18 AM","Dec 17, 2024, 10:25 AM","","Triceps Pushdown",,"",1,"normal",28.75,12,,,
"Chest/Shoulder/Tricep","Dec 17, 2024, 9:18 AM","Dec 17, 2024, 10:25 AM","","Triceps Pushdown",,"",2,"failure",32.5,7,,,
"Chest/Shoulder/Tricep","Dec 17, 2024, 9:18 AM","Dec 17, 2024, 10:25 AM","","Chest Fly (Machine)",,"",0,"warmup",50,12,,,
"Chest/Shoulder/Tricep","Dec 17, 2024, 9:18 AM","Dec 17, 2024, 10:25 AM","","Chest Fly (Machine)",,"",1,"normal",60,12,,,
"Chest/Shoulder/Tricep","Dec 17, 2024, 9:18 AM","Dec 17, 2024, 10:25 AM","","Chest Fly (Machine)",,"",2,"failure",70,12,,,
"Chest/Shoulder/Tricep","Dec 17, 2024, 9:18 AM","Dec 17, 2024, 10:25 AM","","Shoulder Press (Dumbbell)",,"Per arm",0,"failure",18,10,,,
"Chest/Shoulder/Tricep","Dec 17, 2024, 9:18 AM","Dec 17, 2024, 10:25 AM","","Shoulder Press (Dumbbell)",,"Per arm",1,"failure",18,9,,,
"Chest/Shoulder/Tricep","Dec 17, 2024, 9:18 AM","Dec 17, 2024, 10:25 AM","","Triceps Extension (Machine)",,"",0,"normal",40,12,,,
"Chest/Shoulder/Tricep","Dec 17, 2024, 9:18 AM","Dec 17, 2024, 10:25 AM","","Triceps Extension (Machine)",,"",1,"failure",50,9,,,
"Back/ Biceps","Dec 15, 2024, 11:37 AM","Dec 15, 2024, 12:50 PM","Rep pr on deadlift","Preacher Curl (Machine)",,"",0,"normal",40,12,,,
"Back/ Biceps","Dec 15, 2024, 11:37 AM","Dec 15, 2024, 12:50 PM","Rep pr on deadlift","Preacher Curl (Machine)",,"",1,"normal",45,12,,,
"Back/ Biceps","Dec 15, 2024, 11:37 AM","Dec 15, 2024, 12:50 PM","Rep pr on deadlift","Preacher Curl (Machine)",,"",2,"failure",50,6,,,
"Back/ Biceps","Dec 15, 2024, 11:37 AM","Dec 15, 2024, 12:50 PM","Rep pr on deadlift","Preacher Curl (Machine)",,"",3,"failure",25,18,,,
"Back/ Biceps","Dec 15, 2024, 11:37 AM","Dec 15, 2024, 12:50 PM","Rep pr on deadlift","Lat Pulldown (Cable)",,"",0,"normal",54,12,,,
"Back/ Biceps","Dec 15, 2024, 11:37 AM","Dec 15, 2024, 12:50 PM","Rep pr on deadlift","Lat Pulldown (Cable)",,"",1,"failure",61,10,,,
"Back/ Biceps","Dec 15, 2024, 11:37 AM","Dec 15, 2024, 12:50 PM","Rep pr on deadlift","Iso-Lateral Row (Machine)",,"",0,"warmup",91,12,,,
"Back/ Biceps","Dec 15, 2024, 11:37 AM","Dec 15, 2024, 12:50 PM","Rep pr on deadlift","Iso-Lateral Row (Machine)",,"",1,"failure",131,12,,,
"Back/ Biceps","Dec 15, 2024, 11:37 AM","Dec 15, 2024, 12:50 PM","Rep pr on deadlift","Iso-Lateral Row (Machine)",,"",2,"failure",161,5,,,
"Back/ Biceps","Dec 15, 2024, 11:37 AM","Dec 15, 2024, 12:50 PM","Rep pr on deadlift","Hammer Curl (Dumbbell)",,"Per arm",0,"normal",12,12,,,
"Back/ Biceps","Dec 15, 2024, 11:37 AM","Dec 15, 2024, 12:50 PM","Rep pr on deadlift","Hammer Curl (Dumbbell)",,"Per arm",1,"failure",14,12,,,
"Back/ Biceps","Dec 15, 2024, 11:37 AM","Dec 15, 2024, 12:50 PM","Rep pr on deadlift","Hammer Curl (Dumbbell)",,"Per arm",2,"failure",16,9,,,
"Back/ Biceps","Dec 15, 2024, 11:37 AM","Dec 15, 2024, 12:50 PM","Rep pr on deadlift","Rear Delt Reverse Fly (Machine)",,"",0,"normal",40,12,,,
"Back/ Biceps","Dec 15, 2024, 11:37 AM","Dec 15, 2024, 12:50 PM","Rep pr on deadlift","Rear Delt Reverse Fly (Machine)",,"",1,"normal",45,12,,,
"Back/ Biceps","Dec 15, 2024, 11:37 AM","Dec 15, 2024, 12:50 PM","Rep pr on deadlift","Rear Delt Reverse Fly (Machine)",,"",2,"failure",50,12,,,
"Back/ Biceps","Dec 15, 2024, 11:37 AM","Dec 15, 2024, 12:50 PM","Rep pr on deadlift","Deadlift (Barbell)",,"Up the rah",0,"warmup",60,6,,,
"Back/ Biceps","Dec 15, 2024, 11:37 AM","Dec 15, 2024, 12:50 PM","Rep pr on deadlift","Deadlift (Barbell)",,"Up the rah",1,"normal",80,6,,,
"Back/ Biceps","Dec 15, 2024, 11:37 AM","Dec 15, 2024, 12:50 PM","Rep pr on deadlift","Deadlift (Barbell)",,"Up the rah",2,"failure",100,6,,,
"Chest/Shoulder/Tricep","Dec 14, 2024, 10:21 AM","Dec 14, 2024, 11:24 AM","Diddy","Bench Press (Dumbbell)",,"Per arm",0,"warmup",18,12,,,
"Chest/Shoulder/Tricep","Dec 14, 2024, 10:21 AM","Dec 14, 2024, 11:24 AM","Diddy","Bench Press (Dumbbell)",,"Per arm",1,"normal",20,12,,,
